,DateTime,Temperature (Celcius),Total Precipitation,Public_Holiday,School_Holiday,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Spectacles,Wash_Item,Washer_No,Dryer_No,Times_Of_Day,Age_Group,Day,Total Customers,Rain_Condition
149,10/24/2015 6:44,30.8,0,No,No,malay,male,thin,42,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,yes,clothes,4,7,Dawn,40-49,Saturday,55,None
150,10/24/2015 6:56,30.8,0,No,No,chinese,female,moderate,39,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,6,9,Dawn,40-49,Saturday,55,None
151,10/24/2015 8:51,30.8,0,No,No,indian,male,fat,40,no,nokids,big,BW,casual,BW,long sleeve,Others,long,no,clothes,4,10,Morning,40-49,Saturday,55,None
152,10/24/2015 9:07,30.8,0,No,No,indian,female,thin,41,no,nokids,big,Secondary,casual,Others,short sleeve,Others,long,no,clothes,6,9,Morning,40-49,Saturday,55,None
153,10/24/2015 9:22,30.8,0,No,No,malay,female,thin,50,no,nokids,big,Primary,casual,Others,long sleeve,Others,long,no,blankets,3,7,Morning,50-59,Saturday,55,None
154,10/24/2015 9:23,30.8,0,No,No,malay,female,fat,48,no,nokids,big,Primary,casual,Primary,long sleeve,Others,long,no,clothes,6,9,Morning,40-49,Saturday,55,None
155,10/24/2015 9:23,30.8,0,No,No,indian,female,thin,42,no,nokids,big,Primary,casual,Secondary,long sleeve,Primary,long,no,clothes,6,8,Morning,40-49,Saturday,55,None
156,10/24/2015 9:24,30.8,0,No,No,malay,male,fat,51,no,nokids,small,Primary,casual,Primary,short sleeve,BW,long,no,clothes,6,10,Morning,50-59,Saturday,55,None
157,10/24/2015 10:30,30.8,0,No,No,chinese,female,thin,54,no,nokids,big,Primary,casual,BW,short sleeve,Others,short,no,clothes,6,9,Morning,50-59,Saturday,55,None
158,10/24/2015 10:30,30.8,0,No,No,malay,male,thin,50,yes,toddler,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,4,10,Morning,50-59,Saturday,55,None
159,10/24/2015 10:47,30.8,0,No,No,indian,female,fat,44,no,nokids,big,Primary,casual,BW,long sleeve,BW,long,no,clothes,5,8,Morning,40-49,Saturday,55,None
160,10/24/2015 10:59,30.8,0,No,No,malay,female,fat,41,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,4,9,Morning,40-49,Saturday,55,None
161,10/24/2015 11:12,30.8,0,No,No,malay,female,moderate,45,yes,young,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,4,7,Morning,40-49,Saturday,55,None
162,10/24/2015 11:32,30.8,0,No,No,malay,male,fat,41,yes,young,big,Primary,casual,Secondary,short sleeve,Others,short,no,clothes,6,10,Morning,40-49,Saturday,55,None
163,10/24/2015 11:34,30.8,0,No,No,indian,female,fat,37,no,nokids,big,Primary,casual,Others,short sleeve,Others,short,no,clothes,6,7,Morning,30-39,Saturday,55,None
164,10/24/2015 12:00,30.8,0,No,No,indian,female,fat,35,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,3,7,Afternoon,30-39,Saturday,55,None
165,10/24/2015 12:14,30.8,0,No,No,chinese,male,thin,53,yes,baby,big,Primary,casual,BW,short sleeve,Others,long,yes,blankets,6,7,Afternoon,50-59,Saturday,55,None
166,10/24/2015 12:37,30.8,0,No,No,chinese,male,moderate,53,no,nokids,small,Primary,casual,Primary,short sleeve,Others,short,no,clothes,6,10,Afternoon,50-59,Saturday,55,None
167,10/24/2015 13:05,30.8,0,No,No,chinese,male,thin,51,no,nokids,big,Primary,casual,Primary,short sleeve,Primary,long,no,clothes,6,7,Afternoon,50-59,Saturday,55,None
168,10/24/2015 13:30,30.8,0,No,No,malay,female,fat,32,no,nokids,big,Primary,casual,Primary,short sleeve,Others,long,yes,clothes,4,8,Afternoon,30-39,Saturday,55,None
169,10/24/2015 13:37,30.8,0,No,No,malay,female,thin,52,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,5,9,Afternoon,50-59,Saturday,55,None
170,10/24/2015 13:37,30.8,0,No,No,malay,female,thin,50,no,nokids,big,BW,casual,Secondary,long sleeve,BW,long,no,clothes,4,8,Afternoon,50-59,Saturday,55,None
171,10/24/2015 14:07,30.8,0,No,No,malay,male,moderate,31,no,nokids,big,Primary,casual,Others,short sleeve,BW,long,no,clothes,4,10,Afternoon,30-39,Saturday,55,None
172,10/24/2015 14:28,30.8,0,No,No,indian,female,fat,54,no,nokids,small,BW,casual,BW,short sleeve,BW,long,no,clothes,5,10,Afternoon,50-59,Saturday,55,None
173,10/24/2015 14:39,30.8,0,No,No,foreigner ,male,thin,47,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,6,7,Afternoon,40-49,Saturday,55,None
174,10/24/2015 14:51,30.8,0,No,No,chinese,male,fat,39,no,nokids,big,Primary,casual,Primary,short sleeve,BW,short,yes,clothes,3,9,Afternoon,40-49,Saturday,55,None
175,10/24/2015 14:55,30.8,0,No,No,indian,female,thin,50,no,nokids,big,BW,casual,BW,short sleeve,BW,long,no,clothes,4,8,Afternoon,50-59,Saturday,55,None
176,10/24/2015 15:01,30.8,0,No,No,indian,male,fat,34,no,nokids,big,BW,formal,Secondary,long sleeve,BW,long,yes,blankets,4,7,Afternoon,30-39,Saturday,55,None
177,10/24/2015 15:20,30.8,0,No,No,malay,female,thin,47,no,nokids,big,Primary,casual,Primary,short sleeve,Others,long,no,blankets,6,8,Afternoon,40-49,Saturday,55,None
178,10/24/2015 15:30,30.8,0,No,No,malay,male,fat,40,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,5,10,Afternoon,40-49,Saturday,55,None
179,10/24/2015 15:30,30.8,0,No,No,chinese,female,thin,51,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,3,8,Afternoon,50-59,Saturday,55,None
180,10/24/2015 15:30,30.8,0,No,No,chinese,male,moderate,37,no,nokids,big,BW,casual,BW,short sleeve,BW,long,yes,clothes,4,7,Afternoon,30-39,Saturday,55,None
181,10/24/2015 17:07,30.8,0,No,No,malay,female,fat,40,no,nokids,big,Primary,formal,Primary,long sleeve,Primary,long,no,clothes,5,10,Evening,40-49,Saturday,55,None
182,10/24/2015 17:07,30.8,0,No,No,malay,female,thin,54,yes,young,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,5,7,Evening,50-59,Saturday,55,None
183,10/24/2015 17:32,30.8,0,No,No,indian,female,moderate,35,no,nokids,big,Primary,casual,Others,short sleeve,Primary,short,no,clothes,6,10,Evening,30-39,Saturday,55,None
184,10/24/2015 18:56,30.8,0,No,No,indian,female,moderate,49,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,3,7,Evening,50-59,Saturday,55,None
185,10/24/2015 19:02,30.8,0,No,No,indian,female,thin,39,no,nokids,big,BW,casual,BW,long sleeve,BW,long,yes,blankets,5,10,Evening,40-49,Saturday,55,None
186,10/24/2015 19:39,30.8,0,No,No,malay,male,thin,41,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,yes,clothes,3,7,Evening,40-49,Saturday,55,None
187,10/24/2015 19:39,30.8,0,No,No,chinese,female,moderate,40,no,nokids,big,BW,casual,BW,short sleeve,BW,long,no,clothes,4,10,Evening,40-49,Saturday,55,None
188,10/24/2015 20:03,30.8,0,No,No,malay,male,thin,41,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,blankets,4,9,Night,40-49,Saturday,55,None
189,10/24/2015 20:07,30.8,0,No,No,chinese,female,thin,51,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,4,8,Night,50-59,Saturday,55,None
190,10/24/2015 20:59,30.8,0,No,No,malay,female,fat,29,no,nokids,big,Primary,casual,Others,long sleeve,Primary,long,yes,clothes,3,8,Night,30-39,Saturday,55,None
191,10/24/2015 20:59,30.8,0,No,No,malay,female,fat,45,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,5,7,Night,40-49,Saturday,55,None
192,10/24/2015 20:59,30.8,0,No,No,malay,female,fat,54,no,nokids,big,Primary,casual,Primary,short sleeve,Others,long,yes,clothes,3,7,Night,50-59,Saturday,55,None
193,10/24/2015 21:06,30.8,0,No,No,indian,male,thin,45,no,nokids,big,Primary,casual,Primary,short sleeve,Secondary,long,no,clothes,6,9,Night,40-49,Saturday,55,None
194,10/24/2015 21:12,30.8,0,No,No,malay,female,fat,39,no,nokids,big,Primary,casual,Primary,long sleeve,Others,long,no,clothes,6,9,Night,40-49,Saturday,55,None
195,10/24/2015 21:12,30.8,0,No,No,malay,female,thin,53,no,nokids,big,BW,casual,Others,short sleeve,Others,long,yes,clothes,5,8,Night,50-59,Saturday,55,None
196,10/24/2015 21:45,30.8,0,No,No,malay,female,thin,37,no,nokids,big,Primary,casual,Primary,long sleeve,Others,long,no,clothes,4,8,Night,30-39,Saturday,55,None
197,10/24/2015 21:45,30.8,0,No,No,malay,male,fat,50,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,yes,clothes,3,7,Night,50-59,Saturday,55,None
198,10/24/2015 23:32,30.8,0,No,No,chinese,female,thin,34,no,nokids,big,Primary,formal,BW,short sleeve,Primary,long,no,clothes,6,8,Night,30-39,Saturday,55,None
199,10/24/2015 23:40,30.8,0,No,No,indian,male,thin,46,no,nokids,big,Primary,casual,Primary,short sleeve,Others,short,no,clothes,4,10,Night,40-49,Saturday,55,None
200,10/24/2015 23:47,30.8,0,No,No,chinese,male,thin,33,no,nokids,big,Primary,casual,BW,short sleeve,Primary,short,no,clothes,3,8,Night,30-39,Saturday,55,None
201,10/25/2015 0:08,31.87,0,No,No,malay,male,fat,42,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,blankets,4,7,Midnight,40-49,Sunday,6,None
202,10/25/2015 0:11,31.87,0,No,No,malay,male,fat,50,no,nokids,big,Primary,casual,Others,short sleeve,Primary,short,yes,clothes,6,10,Midnight,50-59,Sunday,6,None
203,10/25/2015 1:29,31.87,0,No,No,chinese,female,fat,54,no,nokids,big,Others,casual,BW,short sleeve,BW,long,no,clothes,3,7,Midnight,50-59,Sunday,6,None
204,10/25/2015 8:15,31.87,0,No,No,chinese,male,thin,38,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,yes,clothes,4,10,Morning,30-39,Sunday,6,None
205,10/25/2015 8:15,31.87,0,No,No,chinese,female,thin,30,no,nokids,big,Primary,casual,Others,short sleeve,Others,short,yes,clothes,3,10,Morning,30-39,Sunday,6,None
206,10/25/2015 8:17,31.87,0,No,No,malay,male,fat,54,no,nokids,small,Primary,casual,Secondary,short sleeve,Primary,long,yes,clothes,4,8,Morning,50-59,Sunday,6,None
207,10/26/2015 8:40,31.87,0.01,No,No,malay,female,moderate,47,no,nokids,big,Primary,casual,Primary,long sleeve,BW,long,yes,clothes,6,10,Morning,40-49,Monday,5,Light
208,10/26/2015 8:40,31.87,0.01,No,No,malay,male,thin,29,no,nokids,small,Primary,casual,Secondary,short sleeve,BW,long,yes,clothes,6,9,Morning,30-39,Monday,5,Light
209,10/26/2015 8:40,31.87,0.01,No,No,malay,female,fat,46,no,nokids,big,BW,casual,Secondary,long sleeve,Others,long,no,clothes,5,8,Morning,40-49,Monday,5,Light
210,10/26/2015 8:40,31.87,0.01,No,No,malay,male,moderate,41,yes,baby,big,Secondary,casual,BW,short sleeve,Others,long,no,clothes,3,9,Morning,40-49,Monday,5,Light
211,10/26/2015 9:15,31.87,0.01,No,No,indian,male,moderate,41,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,6,7,Morning,40-49,Monday,5,Light
212,10/29/2015 21:19,30.8,0,No,No,chinese,female,moderate,42,no,nokids,small,BW,casual,Secondary,short sleeve,Secondary,long,no,clothes,6,8,Night,40-49,Thursday,9,None
213,10/29/2015 21:28,30.8,0,No,No,chinese,female,fat,32,no,nokids,big,Primary,casual,Primary,short sleeve,Others,short,no,clothes,5,10,Night,30-39,Thursday,9,None
214,10/29/2015 21:28,30.8,0,No,No,malay,male,fat,35,no,nokids,small,Primary,casual,Others,long sleeve,Primary,short,no,clothes,3,8,Night,30-39,Thursday,9,None
215,10/29/2015 21:30,30.8,0,No,No,foreigner ,female,fat,45,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,6,10,Night,40-49,Thursday,9,None
216,10/29/2015 21:49,30.8,0,No,No,indian,male,fat,35,yes,young,big,BW,formal,Others,short sleeve,Others,long,no,clothes,6,9,Night,30-39,Thursday,9,None
217,10/29/2015 21:59,30.8,0,No,No,malay,female,fat,47,no,nokids,big,Others,casual,BW,long sleeve,BW,long,no,clothes,4,10,Night,40-49,Thursday,9,None
218,10/29/2015 21:59,30.8,0,No,No,chinese,male,fat,34,no,nokids,big,BW,casual,Others,short sleeve,Others,short,no,clothes,6,8,Night,30-39,Thursday,9,None
219,10/29/2015 21:59,30.8,0,No,No,malay,female,moderate,44,no,nokids,big,BW,casual,BW,long sleeve,BW,long,no,clothes,6,7,Night,40-49,Thursday,9,None
220,10/29/2015 22:38,30.8,0,No,No,indian,male,fat,38,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,6,10,Night,30-39,Thursday,9,None
221,10/30/2015 18:53,30.8,0.01,No,No,malay,male,thin,49,no,nokids,big,Secondary,formal,Others,long sleeve,BW,long,no,clothes,5,8,Evening,50-59,Friday,1,Light
222,11/1/2015 6:44,31.87,0,No,No,malay,female,fat,47,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,4,10,Dawn,40-49,Sunday,4,None
223,11/1/2015 7:15,31.87,0,No,No,malay,female,thin,48,no,nokids,big,Primary,casual,Others,long sleeve,Secondary,long,yes,clothes,6,10,Dawn,40-49,Sunday,4,None
224,11/1/2015 7:49,31.87,0,No,No,indian,male,thin,52,no,nokids,big,Primary,casual,Primary,short sleeve,Secondary,short,no,clothes,4,8,Dawn,50-59,Sunday,4,None
225,11/1/2015 8:07,31.87,0,No,No,malay,male,fat,29,yes,young,big,Primary,casual,Secondary,short sleeve,Primary,long,no,clothes,6,9,Morning,30-39,Sunday,4,None
226,11/2/2015 13:32,30.8,0,No,No,foreigner ,male,thin,44,no,nokids,big,BW,formal,Secondary,long sleeve,BW,long,no,clothes,3,9,Afternoon,40-49,Monday,36,None
227,11/2/2015 13:54,30.8,0,No,No,indian,male,moderate,50,no,nokids,small,BW,casual,BW,short sleeve,BW,long,no,clothes,6,10,Afternoon,50-59,Monday,36,None
228,11/2/2015 14:29,30.8,0,No,No,malay,female,fat,34,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,3,7,Afternoon,30-39,Monday,36,None
229,11/2/2015 14:40,30.8,0,No,No,malay,female,thin,53,no,nokids,big,BW,formal,BW,long sleeve,BW,long,no,clothes,6,7,Afternoon,50-59,Monday,36,None
230,11/2/2015 14:50,30.8,0,No,No,malay,male,fat,47,no,nokids,small,BW,casual,BW,short sleeve,BW,long,no,clothes,6,8,Afternoon,40-49,Monday,36,None
231,11/2/2015 14:50,30.8,0,No,No,malay,male,moderate,53,no,nokids,big,Secondary,casual,BW,short sleeve,Others,long,no,clothes,3,7,Afternoon,50-59,Monday,36,None
232,11/2/2015 15:15,30.8,0,No,No,indian,female,thin,36,no,nokids,big,Primary,casual,Primary,long sleeve,BW,long,no,clothes,4,8,Afternoon,30-39,Monday,36,None
233,11/2/2015 15:20,30.8,0,No,No,indian,male,thin,43,no,nokids,big,Primary,casual,BW,short sleeve,Others,long,no,clothes,3,7,Afternoon,40-49,Monday,36,None
234,11/2/2015 17:19,30.8,0,No,No,malay,female,fat,44,no,nokids,big,Primary,traditional,BW,long sleeve,BW,long,yes,clothes,6,9,Evening,40-49,Monday,36,None
235,11/2/2015 17:23,30.8,0,No,No,malay,female,fat,50,no,nokids,big,Primary,traditional,Primary,long sleeve,Primary,long,yes,clothes,5,9,Evening,50-59,Monday,36,None
236,11/2/2015 17:23,30.8,0,No,No,malay,female,fat,55,no,nokids,big,Primary,traditional,Secondary,long sleeve,Secondary,long,no,clothes,3,7,Evening,50-59,Monday,36,None
237,11/2/2015 17:43,30.8,0,No,No,malay,female,thin,29,no,nokids,big,Others,traditional,Secondary,long sleeve,Secondary,long,yes,clothes,5,10,Evening,30-39,Monday,36,None
238,11/2/2015 17:47,30.8,0,No,No,indian,female,thin,28,no,nokids,big,BW,casual,BW,short sleeve,BW,long,no,blankets,4,8,Evening,20-29,Monday,36,None
239,11/2/2015 18:06,30.8,0,No,No,malay,male,fat,35,no,nokids,big,Primary,casual,BW,short sleeve,Others,long,no,clothes,5,9,Evening,30-39,Monday,36,None
240,11/2/2015 18:18,30.8,0,No,No,foreigner ,male,moderate,46,no,nokids,big,Primary,casual,Secondary,long sleeve,Primary,long,no,clothes,6,7,Evening,40-49,Monday,36,None
241,11/2/2015 18:39,30.8,0,No,No,indian,male,thin,50,no,nokids,big,Primary,casual,Secondary,short sleeve,BW,long,no,clothes,5,7,Evening,50-59,Monday,36,None
242,11/2/2015 18:39,30.8,0,No,No,malay,female,thin,33,no,nokids,small,Others,traditional,Secondary,long sleeve,Secondary,long,no,clothes,3,10,Evening,30-39,Monday,36,None
243,11/2/2015 19:00,30.8,0,No,No,malay,female,moderate,34,no,nokids,big,Primary,casual,Primary,long sleeve,BW,long,no,clothes,6,7,Evening,30-39,Monday,36,None
244,11/2/2015 19:02,30.8,0,No,No,malay,male,fat,40,no,nokids,big,Primary,casual,BW,short sleeve,Others,long,no,clothes,5,9,Evening,40-49,Monday,36,None
245,11/2/2015 19:00,30.8,0,No,No,malay,female,fat,33,no,nokids,big,Primary,casual,Others,long sleeve,Others,long,no,clothes,3,7,Evening,30-39,Monday,36,None
246,11/2/2015 19:14,30.8,0,No,No,indian,female,moderate,52,no,nokids,big,Primary,casual,Secondary,short sleeve,BW,short,no,clothes,5,8,Evening,50-59,Monday,36,None
247,11/2/2015 19:14,30.8,0,No,No,chinese,male,fat,54,no,nokids,big,Primary,casual,BW,short sleeve,BW,short,no,clothes,3,7,Evening,50-59,Monday,36,None
248,11/2/2015 19:35,30.8,0,No,No,malay,female,moderate,38,no,nokids,big,Primary,casual,BW,short sleeve,Primary,short,no,clothes,3,10,Evening,30-39,Monday,36,None
249,11/2/2015 19:36,30.8,0,No,No,foreigner ,male,thin,43,no,nokids,small,Others,casual,Others,short sleeve,Others,short,no,clothes,5,10,Evening,40-49,Monday,36,None
250,11/2/2015 19:49,30.8,0,No,No,foreigner ,male,thin,45,no,nokids,big,Primary,casual,Secondary,short sleeve,Primary,long,no,clothes,3,8,Evening,40-49,Monday,36,None
251,11/2/2015 20:11,30.8,0,No,No,malay,male,fat,52,no,nokids,big,Primary,traditional,Others,long sleeve,Others,long,yes,clothes,6,9,Night,50-59,Monday,36,None
252,11/2/2015 20:11,30.8,0,No,No,malay,female,fat,37,no,nokids,big,Others,casual,Secondary,short sleeve,BW,long,no,clothes,3,9,Night,30-39,Monday,36,None
253,11/2/2015 20:43,30.8,0,No,No,malay,male,fat,41,no,nokids,big,BW,casual,BW,short sleeve,Secondary,long,no,clothes,5,10,Night,40-49,Monday,36,None
254,11/2/2015 21:21,30.8,0,No,No,malay,male,fat,45,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,yes,clothes,5,10,Night,40-49,Monday,36,None
255,11/2/2015 21:31,30.8,0,No,No,malay,female,thin,53,no,nokids,big,Secondary,formal,BW,long sleeve,BW,long,no,clothes,5,10,Night,50-59,Monday,36,None
256,11/2/2015 21:36,30.8,0,No,No,malay,male,thin,39,no,nokids,big,BW,casual,BW,short sleeve,BW,long,yes,blankets,4,8,Night,40-49,Monday,36,None
257,11/2/2015 22:08,30.8,0,No,No,indian,male,moderate,32,no,nokids,big,BW,casual,Others,short sleeve,Others,long,no,clothes,6,10,Night,30-39,Monday,36,None
258,11/2/2015 22:10,30.8,0,No,No,malay,female,thin,50,no,nokids,big,Others,casual,Secondary,long sleeve,Secondary,long,yes,clothes,3,8,Night,50-59,Monday,36,None
259,11/2/2015 23:09,30.8,0,No,No,indian,female,thin,33,no,nokids,big,BW,casual,BW,short sleeve,BW,long,no,clothes,5,9,Night,30-39,Monday,36,None
260,11/2/2015 23:12,30.8,0,No,No,indian,female,fat,46,no,nokids,big,BW,formal,Secondary,long sleeve,BW,long,no,clothes,6,7,Night,40-49,Monday,36,None
261,11/2/2015 23:14,30.8,0,No,No,indian,female,fat,30,no,nokids,big,BW,traditional,Secondary,short sleeve,BW,long,no,blankets,3,8,Night,30-39,Monday,36,None
262,11/3/2015 0:26,31.87,0,No,No,chinese,male,thin,55,no,nokids,big,Primary,casual,Primary,short sleeve,BW,short,no,clothes,5,10,Midnight,50-59,Tuesday,41,None
263,11/3/2015 0:34,31.87,0,No,No,indian,male,thin,30,no,nokids,big,BW,casual,BW,short sleeve,BW,long,no,clothes,5,8,Midnight,30-39,Tuesday,41,None
264,11/3/2015 0:54,31.87,0,No,No,chinese,male,fat,34,no,nokids,big,Primary,casual,Primary,short sleeve,Others,long,yes,clothes,5,7,Midnight,30-39,Tuesday,41,None
265,11/3/2015 1:14,31.87,0,No,No,indian,female,fat,39,no,nokids,big,Primary,formal,BW,long sleeve,BW,long,no,clothes,3,10,Midnight,40-49,Tuesday,41,None
266,11/3/2015 8:09,31.87,0,No,No,chinese,female,fat,41,no,nokids,big,Others,casual,Secondary,short sleeve,BW,long,no,clothes,4,10,Morning,40-49,Tuesday,41,None
267,11/3/2015 8:51,31.87,0,No,No,chinese,male,fat,39,no,nokids,big,Primary,casual,Others,short sleeve,Primary,short,yes,clothes,4,7,Morning,40-49,Tuesday,41,None
268,11/3/2015 9:20,31.87,0,No,No,indian,male,moderate,35,no,nokids,big,Primary,casual,Others,short sleeve,Primary,short,no,clothes,3,7,Morning,30-39,Tuesday,41,None
269,11/3/2015 10:39,31.87,0,No,No,malay,female,thin,34,no,nokids,big,Primary,formal,Secondary,long sleeve,Primary,long,no,clothes,4,7,Morning,30-39,Tuesday,41,None
270,11/3/2015 14:27,31.87,0,No,No,chinese,male,moderate,55,no,nokids,big,BW,casual,Others,short sleeve,BW,short,no,clothes,3,7,Afternoon,50-59,Tuesday,41,None
271,11/3/2015 15:22,31.87,0,No,No,indian,male,moderate,47,no,nokids,big,Primary,casual,Primary,short sleeve,Others,short,no,clothes,3,10,Afternoon,40-49,Tuesday,41,None
272,11/3/2015 17:15,31.87,0,No,No,chinese,male,thin,45,no,nokids,big,Primary,casual,Primary,short sleeve,Primary,short,no,clothes,4,8,Evening,40-49,Tuesday,41,None
273,11/3/2015 17:51,31.87,0,No,No,malay,female,fat,31,no,nokids,big,Primary,traditional,Primary,long sleeve,Primary,long,no,clothes,4,8,Evening,30-39,Tuesday,41,None
274,11/3/2015 18:47,31.87,0,No,No,chinese,female,thin,41,no,nokids,big,Secondary,casual,Others,long sleeve,BW,long,no,clothes,3,8,Evening,40-49,Tuesday,41,None
275,11/3/2015 19:16,31.87,0,No,No,foreigner ,male,thin,42,no,nokids,big,BW,casual,BW,short sleeve,Others,short,no,clothes,6,9,Evening,40-49,Tuesday,41,None
276,11/3/2015 19:37,31.87,0,No,No,foreigner ,female,fat,36,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,5,7,Evening,30-39,Tuesday,41,None
277,11/3/2015 19:37,31.87,0,No,No,foreigner ,female,fat,54,no,nokids,big,BW,casual,Secondary,long sleeve,BW,long,no,blankets,5,8,Evening,50-59,Tuesday,41,None
278,11/3/2015 19:40,31.87,0,No,No,chinese,female,thin,44,no,nokids,big,Primary,casual,Secondary,short sleeve,BW,long,no,clothes,6,10,Evening,40-49,Tuesday,41,None
279,11/3/2015 19:40,31.87,0,No,No,malay,female,fat,47,no,nokids,big,Primary,casual,Primary,short sleeve,Others,long,no,clothes,5,10,Evening,40-49,Tuesday,41,None
280,11/3/2015 19:40,31.87,0,No,No,malay,female,moderate,47,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,3,9,Evening,40-49,Tuesday,41,None
281,11/3/2015 20:20,31.87,0,No,No,malay,male,fat,29,no,nokids,big,Primary,casual,Secondary,short sleeve,BW,short,no,clothes,4,8,Night,30-39,Tuesday,41,None
282,11/3/2015 20:22,31.87,0,No,No,malay,female,fat,41,no,nokids,big,BW,casual,Secondary,short sleeve,BW,long,no,clothes,6,9,Night,40-49,Tuesday,41,None
283,11/3/2015 20:44,31.87,0,No,No,malay,female,thin,50,no,nokids,big,Others,casual,Secondary,short sleeve,Others,short,no,clothes,6,10,Night,50-59,Tuesday,41,None
284,11/3/2015 21:13,31.87,0,No,No,malay,female,fat,54,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,blankets,3,9,Night,50-59,Tuesday,41,None
285,11/3/2015 21:15,31.87,0,No,No,malay,female,fat,48,no,nokids,big,BW,casual,BW,long sleeve,Others,short,no,clothes,4,8,Night,40-49,Tuesday,41,None
286,11/3/2015 21:15,31.87,0,No,No,chinese,female,thin,41,no,nokids,big,Primary,casual,Primary,short sleeve,BW,short,no,blankets,3,7,Night,40-49,Tuesday,41,None
287,11/3/2015 21:26,31.87,0,No,No,malay,male,fat,29,no,nokids,big,Primary,casual,Primary,short sleeve,Others,long,no,clothes,5,7,Night,30-39,Tuesday,41,None
288,11/3/2015 21:30,31.87,0,No,No,malay,male,thin,34,no,nokids,big,Primary,casual,BW,short sleeve,Others,long,yes,clothes,4,7,Night,30-39,Tuesday,41,None
289,11/3/2015 21:32,31.87,0,No,No,malay,male,fat,29,yes,young,big,Primary,casual,Primary,short sleeve,Others,long,no,clothes,5,9,Night,30-39,Tuesday,41,None
290,11/3/2015 21:56,31.87,0,No,No,indian,male,moderate,33,no,nokids,big,Primary,casual,Secondary,short sleeve,BW,long,no,clothes,3,10,Night,30-39,Tuesday,41,None
291,11/3/2015 21:58,31.87,0,No,No,malay,female,fat,43,yes,toddler,big,Primary,casual,BW,short sleeve,Others,long,yes,clothes,5,9,Night,40-49,Tuesday,41,None
292,11/3/2015 22:32,31.87,0,No,No,malay,male,thin,32,no,nokids,big,Primary,casual,Primary,short sleeve,Others,long,no,clothes,5,8,Night,30-39,Tuesday,41,None
293,11/3/2015 22:33,31.87,0,No,No,malay,male,moderate,29,no,nokids,big,Primary,formal,BW,short sleeve,Others,long,no,clothes,6,8,Night,30-39,Tuesday,41,None
294,11/3/2015 22:33,31.87,0,No,No,malay,female,thin,48,yes,toddler,big,Primary,casual,Primary,short sleeve,BW,long,yes,clothes,3,10,Night,40-49,Tuesday,41,None
295,11/3/2015 22:42,31.87,0,No,No,chinese,male,moderate,54,yes,young,big,Primary,casual,Others,short sleeve,Primary,long,no,clothes,4,8,Night,50-59,Tuesday,41,None
296,11/3/2015 22:42,31.87,0,No,No,malay,male,moderate,42,no,nokids,big,BW,casual,Others,long sleeve,Secondary,long,no,clothes,3,7,Night,40-49,Tuesday,41,None
297,11/3/2015 23:30,31.87,0,No,No,malay,female,fat,35,no,nokids,big,Primary,casual,Primary,short sleeve,Others,long,no,clothes,5,7,Night,30-39,Tuesday,41,None
298,11/3/2015 23:30,31.87,0,No,No,malay,female,moderate,40,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,3,8,Night,40-49,Tuesday,41,None
299,11/3/2015 23:39,31.87,0,No,No,malay,male,moderate,37,no,nokids,big,Primary,casual,Others,short sleeve,BW,long,no,blankets,3,7,Night,30-39,Tuesday,41,None
300,11/3/2015 23:54,31.87,0,No,No,chinese,male,thin,31,no,nokids,big,BW,casual,BW,short sleeve,Others,long,no,clothes,4,8,Night,30-39,Tuesday,41,None
